,order_id,customer_id,date_of_sale,product_id.y,product_name.y
2071,201074,100041,28/08/19,"2,72,73,08,05,44,91,47,00,00,00,00,00,00,00,000","Melkesjokolade,Fiske Boller,Tine Milk,Tine Milk"
2072,201074,100036,28/08/19,"2,72,73,08,05,44,91,47,00,00,00,00,00,00,00,000","Melkesjokolade,Fiske Boller,Tine Milk,Tine Milk"
2073,201074,100007,28/08/19,"2,72,73,08,05,44,91,47,00,00,00,00,00,00,00,000","Melkesjokolade,Fiske Boller,Tine Milk,Tine Milk"
2074,201075,100099,01/08/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Sine Moistur,Crest,Coca Cola,Coca Cola"
2075,201075,100004,01/08/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Sine Moistur,Crest,Coca Cola,Coca Cola"
2076,201075,100094,01/08/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Sine Moistur,Crest,Coca Cola,Coca Cola"
2077,201075,100074,01/08/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Sine Moistur,Crest,Coca Cola,Coca Cola"
2078,201075,100051,01/08/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Sine Moistur,Crest,Coca Cola,Coca Cola"
2079,201076,100085,15/02/19,"2,72,73,08,02,72,73,070","Tine Milk,Trixie Wicker Cat Basket"
2080,201076,100043,15/02/19,"2,72,73,08,02,72,73,070","Tine Milk,Trixie Wicker Cat Basket"
2081,201077,100051,12/09/19,"2,72,73,07,52,72,73,07,00,00,00,000","Sine Moistur,Uriage,Dove Soap"
2082,201077,100066,12/09/19,"2,72,73,07,52,72,73,07,00,00,00,000","Sine Moistur,Uriage,Dove Soap"
2083,201077,100062,12/09/19,"2,72,73,07,52,72,73,07,00,00,00,000","Sine Moistur,Uriage,Dove Soap"
2084,201078,100065,05/03/19,"2,72,73,07,75,44,91,47,00,00,00,000","Fiske Boller,Dove Soap,Harringtons"
2085,201078,100035,05/03/19,"2,72,73,07,75,44,91,47,00,00,00,000","Fiske Boller,Dove Soap,Harringtons"
2086,201078,100082,05/03/19,"2,72,73,07,75,44,91,47,00,00,00,000","Fiske Boller,Dove Soap,Harringtons"
2087,201079,100096,31/01/19,27273078,Coca Cola
2088,201080,100057,01/04/19,"2,72,73,07,02,72,73,07,00,00,00,000","Uriage,Harringtons,Coca Cola"
2089,201080,100098,01/04/19,"2,72,73,07,02,72,73,07,00,00,00,000","Uriage,Harringtons,Coca Cola"
2090,201080,100084,01/04/19,"2,72,73,07,02,72,73,07,00,00,00,000","Uriage,Harringtons,Coca Cola"
2091,201081,100088,22/08/19,"2,72,73,07,52,72,73,07,00,00,00,00,00,00,00,000","Havre Fras,Sine Moistur,Harringtons,Trixie Wicker Cat Basket"
2092,201081,100051,22/08/19,"2,72,73,07,52,72,73,07,00,00,00,00,00,00,00,000","Havre Fras,Sine Moistur,Harringtons,Trixie Wicker Cat Basket"
2093,201081,100082,22/08/19,"2,72,73,07,52,72,73,07,00,00,00,00,00,00,00,000","Havre Fras,Sine Moistur,Harringtons,Trixie Wicker Cat Basket"
2094,201081,100018,22/08/19,"2,72,73,07,52,72,73,07,00,00,00,00,00,00,00,000","Havre Fras,Sine Moistur,Harringtons,Trixie Wicker Cat Basket"
2095,201082,100081,04/03/19,27273077,Harringtons
2096,201084,100009,03/06/19,"2,72,73,07,92,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Corn ahoy,Trixie Wicker Cat Basket,Trixie Wicker Cat Basket"
2097,201084,100087,03/06/19,"2,72,73,07,92,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Corn ahoy,Trixie Wicker Cat Basket,Trixie Wicker Cat Basket"
2098,201084,100002,03/06/19,"2,72,73,07,92,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Corn ahoy,Trixie Wicker Cat Basket,Trixie Wicker Cat Basket"
2099,201084,100085,03/06/19,"2,72,73,07,92,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Corn ahoy,Trixie Wicker Cat Basket,Trixie Wicker Cat Basket"
2100,201085,100014,03/01/19,27273077,Corn ahoy
2101,201086,100062,01/01/19,27273074,Uriage
2102,201087,100098,21/03/19,"2,72,73,07,82,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn Flakes,Coca Cola"
2103,201087,100004,21/03/19,"2,72,73,07,82,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn Flakes,Coca Cola"
2104,201087,100007,21/03/19,"2,72,73,07,82,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn Flakes,Coca Cola"
2105,201087,100025,21/03/19,"2,72,73,07,82,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn Flakes,Coca Cola"
2106,201088,100081,01/02/19,27273078,Harringtons
2107,201089,100050,27/05/19,"2,72,73,07,22,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Sine Moistur,Uriage,Coca Cola"
2108,201089,100098,27/05/19,"2,72,73,07,22,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Sine Moistur,Uriage,Coca Cola"
2109,201089,100056,27/05/19,"2,72,73,07,22,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Sine Moistur,Uriage,Coca Cola"
2110,201089,100005,27/05/19,"2,72,73,07,22,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Sine Moistur,Uriage,Coca Cola"
2111,201090,100072,19/05/19,"2,72,73,07,42,72,73,08,00,00,00,000","Havre Fras,Dove Soap,Crest"
2112,201090,100067,19/05/19,"2,72,73,07,42,72,73,08,00,00,00,000","Havre Fras,Dove Soap,Crest"
2113,201090,100018,19/05/19,"2,72,73,07,42,72,73,08,00,00,00,000","Havre Fras,Dove Soap,Crest"
2114,201091,100010,06/04/19,"2,72,73,07,42,72,73,07,00,00,00,000","Corn ahoy,Corn ahoy,Harringtons"
2115,201091,100080,06/04/19,"2,72,73,07,42,72,73,07,00,00,00,000","Corn ahoy,Corn ahoy,Harringtons"
2116,201091,100015,06/04/19,"2,72,73,07,42,72,73,07,00,00,00,000","Corn ahoy,Corn ahoy,Harringtons"
2117,201093,100031,13/01/19,27273075,Corn Flakes
2118,201095,100023,24/04/19,"2,72,73,07,12,72,73,080","Havre Fras,Dove Soap"
2119,201095,100068,24/04/19,"2,72,73,07,12,72,73,080","Havre Fras,Dove Soap"
2120,201096,100012,06/08/19,"2,72,73,07,52,72,73,070","Corn ahoy,Harringtons"
2121,201096,100083,06/08/19,"2,72,73,07,52,72,73,070","Corn ahoy,Harringtons"
2122,201097,100081,08/07/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Tine Milk,Tine Milk,Harringtons"
2123,201097,100042,08/07/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Tine Milk,Tine Milk,Harringtons"
2124,201097,100025,08/07/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Tine Milk,Tine Milk,Harringtons"
2125,201097,100041,08/07/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Tine Milk,Tine Milk,Harringtons"
2126,201098,100055,03/07/19,"2,72,73,07,62,72,73,08,00,00,00,000","Tine Milk,Uriage,Dove Soap"
2127,201098,100066,03/07/19,"2,72,73,07,62,72,73,08,00,00,00,000","Tine Milk,Uriage,Dove Soap"
2128,201098,100043,03/07/19,"2,72,73,07,62,72,73,08,00,00,00,000","Tine Milk,Uriage,Dove Soap"
2129,201099,100047,20/06/19,"2,72,73,08,12,72,73,07,00,00,00,000","Sine Moistur,Dove Soap,Coca Cola"
2130,201099,100063,20/06/19,"2,72,73,08,12,72,73,07,00,00,00,000","Sine Moistur,Dove Soap,Coca Cola"
2131,201099,100093,20/06/19,"2,72,73,08,12,72,73,07,00,00,00,000","Sine Moistur,Dove Soap,Coca Cola"
2132,201100,100016,23/04/19,54491472,Havre Fras
2133,201101,100001,12/09/19,"2,72,73,07,72,72,73,070","Melkesjokolade,Harringtons"
2134,201101,100078,12/09/19,"2,72,73,07,72,72,73,070","Melkesjokolade,Harringtons"
2135,201102,100053,12/04/19,"2,72,73,07,62,72,73,070","Corn ahoy,Sine Moistur"
2136,201102,100012,12/04/19,"2,72,73,07,62,72,73,070","Corn ahoy,Sine Moistur"
2137,201103,100093,20/07/19,27273070,Coca Cola
2138,201104,100083,28/05/19,"2,72,73,07,52,72,73,07,00,00,00,000","Fiske Boller,Harringtons,Trixie Wicker Cat Basket"
2139,201104,100037,28/05/19,"2,72,73,07,52,72,73,07,00,00,00,000","Fiske Boller,Harringtons,Trixie Wicker Cat Basket"
2140,201104,100084,28/05/19,"2,72,73,07,52,72,73,07,00,00,00,000","Fiske Boller,Harringtons,Trixie Wicker Cat Basket"
2141,201106,100057,22/07/19,"2,72,73,07,12,72,73,07,00,00,00,000","Sine Moistur,Uriage,Trixie Wicker Cat Basket"
2142,201106,100049,22/07/19,"2,72,73,07,12,72,73,07,00,00,00,000","Sine Moistur,Uriage,Trixie Wicker Cat Basket"
2143,201106,100087,22/07/19,"2,72,73,07,12,72,73,07,00,00,00,000","Sine Moistur,Uriage,Trixie Wicker Cat Basket"
2144,201107,100085,06/01/19,27273077,Trixie Wicker Cat Basket
2145,201108,100070,21/03/19,"2,72,73,07,82,72,73,07,00,00,00,000","Melkesjokolade,Crest,Crest"
2146,201108,100073,21/03/19,"2,72,73,07,82,72,73,07,00,00,00,000","Melkesjokolade,Crest,Crest"
2147,201108,100006,21/03/19,"2,72,73,07,82,72,73,07,00,00,00,000","Melkesjokolade,Crest,Crest"
2148,201109,100078,30/08/19,27273080,Harringtons
2149,201110,100085,01/03/19,"2,72,73,07,92,72,73,07,00,00,00,000","Harringtons,Trixie Wicker Cat Basket,Trixie Wicker Cat Basket"
2150,201110,100091,01/03/19,"2,72,73,07,92,72,73,07,00,00,00,000","Harringtons,Trixie Wicker Cat Basket,Trixie Wicker Cat Basket"
2151,201110,100083,01/03/19,"2,72,73,07,92,72,73,07,00,00,00,000","Harringtons,Trixie Wicker Cat Basket,Trixie Wicker Cat Basket"
2152,201111,100091,08/05/19,27273080,Trixie Wicker Cat Basket
2153,201113,100084,19/03/19,"2,72,73,07,82,72,73,070","Harringtons,Trixie Wicker Cat Basket"
2154,201113,100091,19/03/19,"2,72,73,07,82,72,73,070","Harringtons,Trixie Wicker Cat Basket"
2155,201114,100006,27/05/19,27273079,Melkesjokolade
2156,201115,100094,15/07/19,"5,44,91,47,22,72,73,07,00,00,00,000","Havre Fras,Uriage,Coca Cola"
2157,201115,100060,15/07/19,"5,44,91,47,22,72,73,07,00,00,00,000","Havre Fras,Uriage,Coca Cola"
2158,201115,100017,15/07/19,"5,44,91,47,22,72,73,07,00,00,00,000","Havre Fras,Uriage,Coca Cola"
2159,201116,100078,04/01/19,"2,72,73,07,72,72,73,070","Crest,Harringtons"
2160,201116,100077,04/01/19,"2,72,73,07,72,72,73,070","Crest,Harringtons"
2161,201117,100067,08/02/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Tine Milk,Uriage,Dove Soap"
2162,201117,100061,08/02/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Tine Milk,Uriage,Dove Soap"
2163,201117,100024,08/02/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Tine Milk,Uriage,Dove Soap"
2164,201117,100042,08/02/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Tine Milk,Uriage,Dove Soap"
2165,201118,100084,18/07/19,27273075,Harringtons
2166,201119,100042,03/09/19,"2,72,73,07,12,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Fiske Boller,Tine Milk,Sine Moistur"
2167,201119,100010,03/09/19,"2,72,73,07,12,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Fiske Boller,Tine Milk,Sine Moistur"
2168,201119,100053,03/09/19,"2,72,73,07,12,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Fiske Boller,Tine Milk,Sine Moistur"
2169,201119,100038,03/09/19,"2,72,73,07,12,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Fiske Boller,Tine Milk,Sine Moistur"
2170,201121,100049,26/08/19,54491472,Sine Moistur
2171,201122,100005,17/02/19,"2,72,73,07,72,72,73,07,00,00,00,000","Melkesjokolade,Melkesjokolade,Trixie Wicker Cat Basket"
2172,201122,100007,17/02/19,"2,72,73,07,72,72,73,07,00,00,00,000","Melkesjokolade,Melkesjokolade,Trixie Wicker Cat Basket"
2173,201122,100089,17/02/19,"2,72,73,07,72,72,73,07,00,00,00,000","Melkesjokolade,Melkesjokolade,Trixie Wicker Cat Basket"
2174,201123,100058,09/09/19,27273070,Uriage
2175,201124,100067,19/06/19,27273072,Dove Soap
2176,201125,100058,17/09/19,"2,72,73,07,42,72,73,070","Havre Fras,Uriage"
2177,201125,100022,17/09/19,"2,72,73,07,42,72,73,070","Havre Fras,Uriage"
2178,201126,100058,29/08/19,27273070,Uriage
2179,201127,100016,27/08/19,"2,72,73,07,42,72,73,070","Havre Fras,Coca Cola"
2180,201127,100098,27/08/19,"2,72,73,07,42,72,73,070","Havre Fras,Coca Cola"
2181,201128,100023,13/03/19,"2,72,73,07,42,72,73,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Uriage,Crest,Crest"
2182,201128,100043,13/03/19,"2,72,73,07,42,72,73,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Uriage,Crest,Crest"
2183,201128,100045,13/03/19,"2,72,73,07,42,72,73,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Uriage,Crest,Crest"
2184,201128,100076,13/03/19,"2,72,73,07,42,72,73,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Uriage,Crest,Crest"
2185,201128,100076,13/03/19,"2,72,73,07,42,72,73,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Uriage,Crest,Crest"
2186,201128,100061,13/03/19,"2,72,73,07,42,72,73,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Uriage,Crest,Crest"
2187,201129,100064,13/07/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Dove Soap,Dove Soap,Crest,Crest"
2188,201129,100067,13/07/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Dove Soap,Dove Soap,Crest,Crest"
2189,201129,100002,13/07/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Dove Soap,Dove Soap,Crest,Crest"
2190,201129,100071,13/07/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Dove Soap,Dove Soap,Crest,Crest"
2191,201129,100073,13/07/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Dove Soap,Dove Soap,Crest,Crest"
2192,201130,100080,05/03/19,"2,72,73,07,32,72,73,070","Melkesjokolade,Harringtons"
2193,201130,100001,05/03/19,"2,72,73,07,32,72,73,070","Melkesjokolade,Harringtons"
2194,201131,100077,17/01/19,27273078,Crest
2195,201133,100050,09/09/19,27273080,Sine Moistur
2196,201135,100046,20/02/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Crest,Trixie Wicker Cat Basket"
2197,201135,100091,20/02/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Crest,Trixie Wicker Cat Basket"
2198,201135,100077,20/02/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Crest,Trixie Wicker Cat Basket"
2199,201135,100044,20/02/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Crest,Trixie Wicker Cat Basket"
2200,201135,100018,20/02/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Havre Fras,Tine Milk,Tine Milk,Crest,Trixie Wicker Cat Basket"
2201,201136,100043,15/02/19,"2,72,73,08,12,72,73,07,00,00,00,000","Corn Flakes,Tine Milk,Dove Soap"
2202,201136,100029,15/02/19,"2,72,73,08,12,72,73,07,00,00,00,000","Corn Flakes,Tine Milk,Dove Soap"
2203,201136,100064,15/02/19,"2,72,73,08,12,72,73,07,00,00,00,000","Corn Flakes,Tine Milk,Dove Soap"
2204,201138,100063,04/08/19,"2,72,73,07,12,72,73,070","Uriage,Dove Soap"
2205,201138,100060,04/08/19,"2,72,73,07,12,72,73,070","Uriage,Dove Soap"
2206,201139,100084,01/06/19,27273079,Harringtons
2207,201141,100075,15/04/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Sine Moistur,Sine Moistur,Crest"
2208,201141,100050,15/04/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Sine Moistur,Sine Moistur,Crest"
2209,201141,100013,15/04/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Sine Moistur,Sine Moistur,Crest"
2210,201141,100050,15/04/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Sine Moistur,Sine Moistur,Crest"
2211,201143,100095,12/09/19,"2,72,73,08,02,72,73,07,00,00,00,000","Corn Flakes,Sine Moistur,Coca Cola"
2212,201143,100028,12/09/19,"2,72,73,08,02,72,73,07,00,00,00,000","Corn Flakes,Sine Moistur,Coca Cola"
2213,201143,100051,12/09/19,"2,72,73,08,02,72,73,07,00,00,00,000","Corn Flakes,Sine Moistur,Coca Cola"
2214,201145,100095,27/02/19,"2,72,73,07,02,72,73,070","Tine Milk,Coca Cola"
2215,201145,100044,27/02/19,"2,72,73,07,02,72,73,070","Tine Milk,Coca Cola"
2216,201147,100031,09/07/19,"2,72,73,07,42,72,73,070","Corn Flakes,Crest"
2217,201147,100073,09/07/19,"2,72,73,07,42,72,73,070","Corn Flakes,Crest"
2218,201148,100087,20/04/19,"2,72,73,07,95,44,91,470","Tine Milk,Trixie Wicker Cat Basket"
2219,201148,100039,20/04/19,"2,72,73,07,95,44,91,470","Tine Milk,Trixie Wicker Cat Basket"
2220,201149,100080,15/03/19,"2,72,73,07,72,72,73,070","Crest,Harringtons"
2221,201149,100074,15/03/19,"2,72,73,07,72,72,73,070","Crest,Harringtons"
2222,201150,100042,12/07/19,27273080,Tine Milk
2223,201151,100064,06/05/19,"2,72,73,07,75,44,91,470","Havre Fras,Dove Soap"
2224,201151,100021,06/05/19,"2,72,73,07,75,44,91,470","Havre Fras,Dove Soap"
2225,201152,100040,08/02/19,"2,72,73,07,22,72,73,080","Melkesjokolade,Tine Milk"
2226,201152,100001,08/02/19,"2,72,73,07,22,72,73,080","Melkesjokolade,Tine Milk"
2227,201153,100087,22/02/19,27273076,Trixie Wicker Cat Basket
2228,201154,100042,23/06/19,"2,72,73,07,32,72,73,07,00,00,00,00,00,00,00,000","Tine Milk,Sine Moistur,Sine Moistur,Coca Cola"
2229,201154,100093,23/06/19,"2,72,73,07,32,72,73,07,00,00,00,00,00,00,00,000","Tine Milk,Sine Moistur,Sine Moistur,Coca Cola"
2230,201154,100054,23/06/19,"2,72,73,07,32,72,73,07,00,00,00,00,00,00,00,000","Tine Milk,Sine Moistur,Sine Moistur,Coca Cola"
2231,201154,100052,23/06/19,"2,72,73,07,32,72,73,07,00,00,00,00,00,00,00,000","Tine Milk,Sine Moistur,Sine Moistur,Coca Cola"
2232,201155,100044,18/03/19,"2,72,73,08,12,72,73,070","Tine Milk,Coca Cola"
2233,201155,100092,18/03/19,"2,72,73,08,12,72,73,070","Tine Milk,Coca Cola"
2234,201156,100016,21/04/19,27273070,Corn ahoy
2235,201157,100023,27/01/19,27273076,Havre Fras
2236,201158,100013,05/08/19,27273073,Corn ahoy
2237,201159,100093,24/02/19,27273075,Coca Cola
2238,201160,100052,14/03/19,27273074,Sine Moistur
2239,201161,100058,20/04/19,27273075,Uriage
2240,201163,100080,18/07/19,"2,72,73,07,62,72,73,07,00,00,00,000","Sine Moistur,Uriage,Harringtons"
2241,201163,100050,18/07/19,"2,72,73,07,62,72,73,07,00,00,00,000","Sine Moistur,Uriage,Harringtons"
2242,201163,100056,18/07/19,"2,72,73,07,62,72,73,07,00,00,00,000","Sine Moistur,Uriage,Harringtons"
2243,201165,100004,17/09/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn ahoy,Havre Fras"
2244,201165,100006,17/09/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn ahoy,Havre Fras"
2245,201165,100011,17/09/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn ahoy,Havre Fras"
2246,201165,100020,17/09/19,"2,72,73,08,12,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn ahoy,Havre Fras"
2247,201167,100080,04/01/19,27273078,Harringtons
2248,201168,100079,27/05/19,"2,72,73,07,92,72,73,07,00,00,00,000","Corn Flakes,Sine Moistur,Harringtons"
2249,201168,100023,27/05/19,"2,72,73,07,92,72,73,07,00,00,00,000","Corn Flakes,Sine Moistur,Harringtons"
2250,201168,100051,27/05/19,"2,72,73,07,92,72,73,07,00,00,00,000","Corn Flakes,Sine Moistur,Harringtons"
2251,201169,100009,05/01/19,"2,72,73,07,22,72,73,070","Corn ahoy,Trixie Wicker Cat Basket"
2252,201169,100087,05/01/19,"2,72,73,07,22,72,73,070","Corn ahoy,Trixie Wicker Cat Basket"
2253,201170,100008,08/08/19,"2,72,73,07,32,72,73,070","Melkesjokolade,Uriage"
2254,201170,100055,08/08/19,"2,72,73,07,32,72,73,070","Melkesjokolade,Uriage"
2255,201171,100017,19/06/19,27273078,Havre Fras
2256,201172,100073,22/09/19,"2,72,73,08,02,72,73,07,00,00,00,00,00,00,00,000","Fiske Boller,Crest,Coca Cola,Coca Cola"
2257,201172,100037,22/09/19,"2,72,73,08,02,72,73,07,00,00,00,00,00,00,00,000","Fiske Boller,Crest,Coca Cola,Coca Cola"
2258,201172,100093,22/09/19,"2,72,73,08,02,72,73,07,00,00,00,00,00,00,00,000","Fiske Boller,Crest,Coca Cola,Coca Cola"
2259,201172,100092,22/09/19,"2,72,73,08,02,72,73,07,00,00,00,00,00,00,00,000","Fiske Boller,Crest,Coca Cola,Coca Cola"
2260,201173,100057,19/02/19,"2,72,73,07,32,72,73,080","Uriage,Dove Soap"
2261,201173,100065,19/02/19,"2,72,73,07,32,72,73,080","Uriage,Dove Soap"
2262,201175,100074,05/04/19,"2,72,73,07,92,72,73,080","Crest,Crest"
2263,201175,100071,05/04/19,"2,72,73,07,92,72,73,080","Crest,Crest"
2264,201176,100045,03/06/19,"2,72,73,07,42,72,73,07,00,00,00,000","Melkesjokolade,Tine Milk,Harringtons"
2265,201176,100081,03/06/19,"2,72,73,07,42,72,73,07,00,00,00,000","Melkesjokolade,Tine Milk,Harringtons"
2266,201176,100001,03/06/19,"2,72,73,07,42,72,73,07,00,00,00,000","Melkesjokolade,Tine Milk,Harringtons"
2267,201177,100079,15/09/19,"2,72,73,07,62,72,73,08,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn Flakes,Fiske Boller,Harringtons"
2268,201177,100033,15/09/19,"2,72,73,07,62,72,73,08,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn Flakes,Fiske Boller,Harringtons"
2269,201177,100027,15/09/19,"2,72,73,07,62,72,73,08,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn Flakes,Fiske Boller,Harringtons"
2270,201177,100001,15/09/19,"2,72,73,07,62,72,73,08,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn Flakes,Fiske Boller,Harringtons"
2271,201177,100001,15/09/19,"2,72,73,07,62,72,73,08,00,00,00,00,00,00,00,00,00,00,00,000","Melkesjokolade,Melkesjokolade,Corn Flakes,Fiske Boller,Harringtons"
2272,201178,100071,27/03/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Fiske Boller,Sine Moistur,Crest"
2273,201178,100039,27/03/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Fiske Boller,Sine Moistur,Crest"
2274,201178,100025,27/03/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Fiske Boller,Sine Moistur,Crest"
2275,201178,100053,27/03/19,"2,72,73,07,62,72,73,07,00,00,00,00,00,00,00,000","Corn Flakes,Fiske Boller,Sine Moistur,Crest"
2276,201179,100027,21/02/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Corn Flakes,Corn Flakes,Tine Milk"
2277,201179,100007,21/02/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Corn Flakes,Corn Flakes,Tine Milk"
2278,201179,100029,21/02/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Corn Flakes,Corn Flakes,Tine Milk"
2279,201179,100040,21/02/19,"5,44,91,47,22,72,73,07,00,00,00,00,00,00,00,000","Melkesjokolade,Corn Flakes,Corn Flakes,Tine Milk"
2280,201180,100048,22/08/19,27273081,Sine Moistur
2281,201181,100075,26/07/19,"2,72,73,07,52,72,73,070","Tine Milk,Crest"
2282,201181,100046,26/07/19,"2,72,73,07,52,72,73,070","Tine Milk,Crest"
2283,201182,100053,18/09/19,"2,72,73,08,02,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Corn Flakes,Sine Moistur,Uriage"
2284,201182,100058,18/09/19,"2,72,73,08,02,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Corn Flakes,Sine Moistur,Uriage"
2285,201182,100030,18/09/19,"2,72,73,08,02,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Corn Flakes,Sine Moistur,Uriage"
2286,201182,100014,18/09/19,"2,72,73,08,02,72,73,07,00,00,00,00,00,00,00,000","Corn ahoy,Corn Flakes,Sine Moistur,Uriage"
2287,201183,100029,01/04/19,"2,72,73,07,72,72,73,07,00,00,00,000","Melkesjokolade,Corn Flakes,Tine Milk"
2288,201183,100001,01/04/19,"2,72,73,07,72,72,73,07,00,00,00,000","Melkesjokolade,Corn Flakes,Tine Milk"
2289,201183,100040,01/04/19,"2,72,73,07,72,72,73,07,00,00,00,000","Melkesjokolade,Corn Flakes,Tine Milk"
2290,201184,100056,01/01/19,"2,72,73,07,92,72,73,07,00,00,00,00,00,00,00,00,00,00,00,000","Tine Milk,Tine Milk,Uriage,Harringtons,Harringtons"
